Entity	Class	Table	Property	Columns	Type	Kind
NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	EVENTSMEMBERS	Score	SCORE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	EVENTSMEMBERS	PublishState	PUBLISHSTATE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.Events.PublishState, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	EVENTSMEMBERS	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	EVENTSMEMBERS	Curator	CURATORID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	EVENTSMEMBERS	Event	EVENTID	NetCity.Common.ObjectModel.Nhibernate.Events.Event	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	OLYMP_APPEAL_ARGUMENTS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	OLYMP_APPEAL_ARGUMENTS	TaskNumbers	TASK_NUMBERS	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	OLYMP_APPEAL_ARGUMENTS	Argument	ARGUMENT	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument	OLYMP_APPEAL_ARGUMENTS	OlympAppeal	APPEALID	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	Arguments		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppealArgument, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal.Arguments)	collection
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	Status	REQUESTSTATUS	NHibernate.Type.EnumType`1[[NetCity.Common.Enums.Events.OlympAppealStatus, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	InitialScore	INITIAL_SCORE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	FinalScore	FINAL_SCORE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	ReviewRequestTime	REVIEWREQUEST_TIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	ReviewCompleteTime	REVIEWCOMPLETE_TIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	AppealRequestTime	APPEALREQUEST_TIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	AppealResponseTime	APPEALRESPONSE_TIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	AppealResponse	APPEALRESPONSE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	WorkFile	WORKFILE_ATTACHMENTID	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	JuriFile	JURIFILE_ATTACHMENTID	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	NetCity.Common.ObjectModel.Nhibernate.Events.OlympAppeal	OLYMP_APPEAL	EventMember	EVENT_MEMBERID	NetCity.Common.ObjectModel.Nhibernate.Events.EventMember	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	OLYMP_PASSRATES_GRADES	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	OLYMP_PASSRATES_GRADES	Grade	GRADE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade	OLYMP_PASSRATES_GRADES	OlympPassRate	OLYMP_PASSRATEID	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	Grades		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRateGrade, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate.Grades)	collection
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	EventLevel	EVENT_LEVEL	enumstring - EventLevel	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	Rate	RATE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	MunicipalityId	MUNICIPALITYID	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	GlobalYear	GLOBALYEARID	NetCity.Common.ObjectModel.Nhibernate.GlobalYear	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	EducManagement	DISTRICTEMID	NetCity.Common.ObjectModel.Nhibernate.Organizations.EducManagement	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate	OLYMP_PASSRATES	OlympSubject	OLYMP_SUBJECTID	NetCity.Common.ObjectModel.Nhibernate.OlympSubject	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	Id	EVENTID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	Type	TYPEID	NHibernate.Type.EnumType`1[[NetCity.Common.Enums.UserEventType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	RemoteAddress	REMOTEADDR	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	EventTime	EVENTTIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	Details1	DETAILS1	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	Details2	DETAILS2	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	NetCity.Common.ObjectModel.Nhibernate.Events.UserEvents.UserEvent	USEREVENTS	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	Id	EVENTID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	UserLoginEventDetails		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEventDetail, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent.UserLoginEventDetails)	collection
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	RemoteAddress	REMOTEADDR	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	LoginTime	LOGINTIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	LogoutTime	LOGOUTTIME	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	Idp	IDP	NHibernate.Type.EnumType`1[[NetCity.Common.Enums.Users.IdpType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	GrantType	GRANT_TYPE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	ClientId	CLIENT_ID	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	NetCity.Common.ObjectModel.Nhibernate.Events.Login.UserLoginEvent	USERLOGINEVENTS	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	FAMILYOBSERVES	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	FAMILYOBSERVES	ObserveReason	OBSERVEREASON	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	FAMILYOBSERVES	StartDate	STARTDATE	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	FAMILYOBSERVES	ObserveType	OBSERVETYPE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.Users.FamilyObserveType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	NetCity.Common.ObjectModel.Nhibernate.FamilyObserve	FAMILYOBSERVES	Family	FAMILYID	NetCity.Common.ObjectModel.Nhibernate.Users.Family	many-to-one
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Id	ATTACHMENTID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Assignments		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ClassJournal.Assignment, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.Assignments)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Announcements		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Announcement, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.Announcements)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Lessons		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.Lessons)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	SchoolInfoAttachments		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.SchoolInfoAttachment, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.SchoolInfoAttachments)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	AddPrograms		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.AddProgram, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.AddPrograms)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	EducContractBlanks		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.AddSchool.EducContractBlank, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.FileAttachment.EducContractBlanks)	collection
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Description	DESCRIPTION	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	AFileName	AFILENAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	Saved	SAVED	Int32	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	StorageType	STORAGE_TYPE	NHibernate.Type.EnumType`1[[NetCity.Common.Enums.FileStorageType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	StorageFileId	STORAGE_FILEID	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	AFile	AFILE	BinaryBlob	property
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.FileAttachment	NetCity.Common.ObjectModel.Nhibernate.FileAttachment	FILEATTACHMENTS	UploadedBy	UPLOADEDBY	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	FORUMMESSAGES	Id	MESSAGEID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	FORUMMESSAGES	Text	MESSAGETEXT	String	property
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	FORUMMESSAGES	Sent	SENT	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	FORUMMESSAGES	Topic	TOPICID	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumMessage	FORUMMESSAGES	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	FORUMTOPICS	Id	TOPICID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	FORUMTOPICS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	NetCity.Common.ObjectModel.Nhibernate.Forum.ForumTopic	FORUMTOPICS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	Id	FOUNDERID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	ChildFounders		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder.ChildFounders)	collection
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	Name	FNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	FullName	FULLNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	Code	CODE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	Type	TYPEID	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.Organizations.FounderType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	FounderKind	FOUNDERKINDID	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.Organizations.FounderKind, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	IsAuthority	ISAUTHORITY	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	AuthorityType	AUTHORITYTYPE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.Organizations.AuthorityType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	State	STATEID	NetCity.Common.ObjectModel.Nhibernate.Address.State	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	City	CITYID	NetCity.Common.ObjectModel.Nhibernate.Address.City	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	EducManagement		NetCity.Common.ObjectModel.Nhibernate.Organizations.EducManagement	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	FOUNDERS	ParentFounder	PARENTFOUNDERID	NetCity.Common.ObjectModel.Nhibernate.Organizations.Founder	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	FUNCTIONALITYTYPES	Id	FUNCTIONALITYTYPEID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	FUNCTIONALITYTYPES	Schools		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Organizations.School, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType.Schools)	collection
NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	NetCity.Common.ObjectModel.Nhibernate.Organizations.FunctionalityType	FUNCTIONALITYTYPES	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	GIA_CLASSES	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	GIA_CLASSES	Results		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.EGE.GiaResult, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass.Results)	collection
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	GIA_CLASSES	GlobalYearId	GLOBALYEARID	Int32	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	GIA_CLASSES	Name	CLASSNAME	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaClass	GIA_CLASSES	CodeOu	CODE_OU	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	Results		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.EGE.GiaResult, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson.Results)	collection
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	Users		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Users.Student, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson.Users)	collection
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	LastName	LASTNAME	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	FirstName	FIRSTNAME	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	MiddleName	MIDDLENAME	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	DocSerial	DOC_SERIAL	String	property
NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	NetCity.Common.ObjectModel.Nhibernate.EGE.GiaPerson	GIA_PERSONS	DocNumber	DOC_NUMBER	String	property
